id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
64042,YEM-2013-1-784-130,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2013-12-08,Gunmen kill two senior officers in Yemen - security source""",Reuters News,12/8/2013,Gunmen kill two senior officers in Yemen - security source,Security source,4,al-Bayḑā’ governorate,al-Bayḑā’ governorate,al-Bayḑā’ governorate,,14.34166,45.39442,POINT (45.39442 14.34166),150211,Yemen (North Yemen),678,Middle East,1,1,12/8/2013,12/8/2013,0,0,0,0,0,1,0
64056,YEM-2013-1-784-131,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2013-12-09,U.S. drone strike kills three in Yemen - local official""",Reuters News,12/9/2013,U.S. drone strike kills three in Yemen - local official,A local official,3,Al Qaţn district,Al Qaţn district,Ḩaḑramawt governorate,Al Qaţn district,16.016604,48.214611,POINT (48.214611 16.016604),153097,Yemen (North Yemen),678,Middle East,1,1,12/9/2013,12/9/2013,0,0,0,3,3,3,3
64066,YEM-2013-1-784-132,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,3,"""Agence France Presse,2013-12-13,Yemen wedding convoy strike highlights civilian drone war toll"";""Agence France Presse,2013-12-14,Yemen tribe demands apology for civilian drone deaths"";""HRW,2014-02-20,A Wedding That Became a Funeral US Drone Attack on Marriage Procession in Yemen """,Agence France Presse;Agence France Presse;HRW,2013-12-13;2013-12-14;2014-02-20,Yemen wedding convoy strike highlights civilian drone war toll;Yemen tribe demands apology for civilian drone deaths;A Wedding That Became a Funeral US Drone Attack on Marriage Procession in Yemen,A security official,2,Radā‘ town,Radā‘ town (near),al-Bayḑā’ governorate,Radā‘ district,14.415097,44.837089,POINT (44.837089 14.415097),150210,Yemen (North Yemen),678,Middle East,1,1,12/12/2013,12/12/2013,0,0,12,0,12,12,12
64068,YEM-2013-1-784-133,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-12-13,Al-Qa'idah elements kill special security soldier in east - Yemeni source""",BBC Monitoring Middle East,12/13/2013,Al-Qa'idah elements kill special security soldier in east - Yemeni source,A Yemeni security source,1,Radā‘ town,Radā‘ town,al-Bayḑā’ governorate,Radā‘ district,14.415097,44.837089,POINT (44.837089 14.415097),150210,Yemen (North Yemen),678,Middle East,1,1,12/12/2013,12/12/2013,1,0,0,0,1,1,1
64206,YEM-2013-1-784-134,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-12-27,Drone strike kills two Qaeda suspects in Yemen: official""",Agence France Presse,12/27/2013,Drone strike kills two Qaeda suspects in Yemen: official,A government official,4,Ḩaḑramawt governorate,Ḩaḑramawt governorate,Ḩaḑramawt governorate,,16,49,POINT (49 16),153099,Yemen (North Yemen),678,Middle East,1,1,12/27/2013,12/27/2013,0,2,0,0,2,2,2
64226,YEM-2013-1-784-135,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,2,"""Agence France Presse,2013-12-31,Suicide car bomb kills three Yemeni soldiers"";""Reuters News,2014-01-02,UPDATE 1-Yemeni al Qaeda claims responsibility for Aden bombing""",Agence France Presse;Reuters News,2013-12-31;2014-01-02,Suicide car bomb kills three Yemeni soldiers;UPDATE 1-Yemeni al Qaeda claims responsibility for Aden bombing,Police,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,12/31/2013,12/31/2013,3,1,0,0,4,4,4
64227,YEM-2013-1-784-136,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2014-01-02,Yemeni people give conflicting reports on death toll in recent US drone attack""",BBC Monitoring Middle East,1/2/2014,Yemeni people give conflicting reports on death toll in recent US drone attack,Interior Ministry,3,Al Maḩfid district,Al Maḩfid district,Abyan governorate,Al Maḩfid district,14.01847,46.755958,POINT (46.755958 14.01847),150214,Yemen (North Yemen),678,Middle East,1,1,12/31/2013,12/31/2013,0,2,0,0,2,6,2
100491,YEM-2003-2-12703-0,2003,FALSE,Clear,2,12703,11942,Al-Maraziq - Al-Saida,12703,12703,Al-Maraziq - Al-Saida,4478,4478,Al-Maraziq,4477,4477,Al-Saida,1,"""BBC Monitoring Middle East,2004-12-07,Yemeni paper says security forces ""helpless"" in face of ethnic clashes""",BBC Monitoring Middle East,12/7/2004,"Yemeni paper says security forces ""helpless"" in face of ethnic clashes",Yemen Times newspaper,4,al-Jawf governorate,al-Jawf governorate,al-Jawf governorate,,16.689733,45.611557,POINT (45.611557 16.6897335),153812,Yemen (North Yemen),678,Middle East,1,5,10/1/2003,12/31/2003,0,0,0,6,6,6,6
120966,YEM-2014-1-784-0,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2014-01-02,'Qaeda' kills Yemen intel officer: security""",Agence France Presse,1/2/2014,'Qaeda' kills Yemen intel officer: security,A security official,1,‘Adan town,Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,1/2/2014,1/2/2014,1,0,0,0,1,1,1
120974,YEM-2014-1-784-1,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,2,"""Agence France Presse,2014-01-07,Gunmen kill Yemen police officer"";""BBC Monitoring Middle East,2014-01-07,Two Yemeni security officers murdered in Aden""",Agence France Presse;BBC Monitoring Middle East,2014-01-07;2014-01-07,Gunmen kill Yemen police officer;Two Yemeni security officers murdered in Aden,Security officials,1,‘Adan town,Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,1/7/2014,1/7/2014,2,0,0,0,2,2,2
120977,YEM-2014-1-784-2,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2014-01-08,Two suspected Qaeda militants killed in Yemen drone strike -residents""",Reuters News,1/8/2014,Two suspected Qaeda militants killed in Yemen drone strike -residents,Residents and local officials,3,Al Qaţn district,al-Qatan district,Ḩaḑramawt governorate,Al Qaţn district,16.016604,48.214611,POINT (48.214611 16.016604),153097,Yemen (North Yemen),678,Middle East,1,1,1/8/2014,1/8/2014,0,2,0,0,2,2,2
120980,YEM-2014-1-784-3,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,2,"""BBC Monitoring Middle East,2014-01-14,Al-Qa'idah reportedly use anti-aircraft guns to attack army post in Yemen"";""BBC Monitoring Middle East,2014-01-14,Nine soldiers killed following clashes in Yemen's Hadramawt region - report""",BBC Monitoring Middle East;BBC Monitoring Middle East,2014-01-14;2014-01-14,Al-Qa'idah reportedly use anti-aircraft guns to attack army post in Yemen;Nine soldiers killed following clashes in Yemen's Hadramawt region - report,A security official,1,Ash Shiḩr town,al-Shahr town,Ḩaḑramawt governorate,Ash Shiḩr district,14.758634,49.606394,POINT (49.606394 14.758634),150940,Yemen (North Yemen),678,Middle East,1,1,1/12/2014,1/12/2014,0,0,0,0,0,9,0
120981,YEM-2014-1-784-4,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2014-01-15,Alleged Al-Qa'idah militants assassinate senior officer in Yemen's Hadramawt""",BBC Monitoring Middle East,1/15/2014,Alleged Al-Qa'idah militants assassinate senior officer in Yemen's Hadramawt,Officials,4,Ḩaḑramawt governorate,Hadhramawt governorate,Ḩaḑramawt governorate,,16,49,POINT (49 16),153099,Yemen (North Yemen),678,Middle East,1,1,1/14/2014,1/14/2014,1,0,0,0,1,1,1
120982,YEM-2014-1-784-5,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2014-01-15,Yemen drone strikes kills farmer -witnesses""",Reuters News,1/15/2014,Yemen drone strikes kills farmer -witnesses,Witnesses,1,Laḩij town,Lahij town,Laḩij governorate,Al Ḩawţah district,13.056667,44.881944,POINT (44.881944 13.056667),148770,Yemen (North Yemen),678,Middle East,1,1,1/15/2014,1/15/2014,0,0,1,0,1,1,1
120983,YEM-2014-1-784-6,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2014-01-16,Qaeda attacks kill 10 soldiers in Yemen: army""",Agence France Presse,1/16/2014,Qaeda attacks kill 10 soldiers in Yemen: army,A military official,1,Radā‘ town,Rada town,al-Bayḑā’ governorate,Radā‘ district,14.415097,44.837089,POINT (44.837089 14.415097),150210,Yemen (North Yemen),678,Middle East,1,1,1/16/2014,1/16/2014,10,2,0,0,12,12,12
120984,YEM-2014-1-784-7,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2014-01-16,UPDATE 1-Militants attack Yemen army camp, air force retaliates""",Reuters News,1/16/2014,"UPDATE 1-Militants attack Yemen army camp, air force retaliates",Reuters,1,‘Adan town,Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,1/16/2014,1/16/2014,1,0,0,0,1,1,1
120986,YEM-2014-1-784-8,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2014-01-18,Al-Qa'idah element killed in failed suicide attack in Yemen""",BBC Monitoring Middle East,1/18/2014,Al-Qa'idah element killed in failed suicide attack in Yemen,Ministry of Interior,1,Radā‘ town,Rada town,al-Bayḑā’ governorate,Radā‘ district,14.415097,44.837089,POINT (44.837089 14.415097),150210,Yemen (North Yemen),678,Middle East,1,1,1/17/2014,1/17/2014,0,1,0,0,1,1,1
120988,YEM-2014-1-784-9,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2014-01-19,""Unidentified gunmen"" kill Yemeni intelligence officer in Lahij""",BBC Monitoring Middle East,1/19/2014,"""Unidentified gunmen"" kill Yemeni intelligence officer in Lahij",Eyewitnesses,1,Laḩij town,Lahij town,Laḩij governorate,Al Ḩawţah district,13.056667,44.881944,POINT (44.881944 13.056667),148770,Yemen (North Yemen),678,Middle East,1,1,1/18/2014,1/18/2014,1,0,0,0,1,1,1
120992,YEM-2014-1-784-10,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Associated Press Newswires,2014-01-23,Officials: US drone strike kills 3 suspected al-Qaida militants in central Yemen""",Associated Press Newswires,1/23/2014,Officials: US drone strike kills 3 suspected al-Qaida militants in central Yemen,Security officials,5,Wādī Abīdah valley,Wadi Adida in Marib province,Marib governorate,Marib district,15.458435,45.386388,POINT (45.386388 15.458435),151651,Yemen (North Yemen),678,Middle East,1,1,1/23/2014,1/23/2014,3,0,0,0,3,3,3
120993,YEM-2014-1-784-11,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2014-01-26,Qaeda suspects kill police officer in Yemen: official""",Agence France Presse,1/26/2014,Qaeda suspects kill police officer in Yemen: official,A security official,1,Ḩawrā’ town,Hawra town,Ḩaḑramawt governorate,Wādī al ‘Ayn Waḩūrah district,15.710278,48.298889,POINT (48.298889 15.710278),152377,Yemen (North Yemen),678,Middle East,1,1,1/26/2014,1/26/2014,1,0,0,0,1,1,1
120997,YEM-2014-1-784-12,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Associated Press Newswires,2014-01-31,Suspected al-Qaida militants kill 17 Yemeni troops in surprise attacks""",Associated Press Newswires,1/31/2014,Suspected al-Qaida militants kill 17 Yemeni troops in surprise attacks,Military and security officials,1,Shibām town,Shibam town,Ḩaḑramawt governorate,Shibām district,15.926944,48.626667,POINT (48.626667 15.926944),152378,Yemen (North Yemen),678,Middle East,1,1,1/31/2014,1/31/2014,15,0,0,0,15,15,15
121001,YEM-2014-1-784-13,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Associated Press Newswires,2014-02-05,Yemen gunmen kill 4 soldiers, commander""",Associated Press Newswires,2/5/2014,"Yemen gunmen kill 4 soldiers, commander",Security officials,1,Balḩāf town,Balhaf town (terminal),Shabwah governorate,Ruḑūm district,14.0075,48.1768,POINT (48.1768 14.0075),150217,Yemen (North Yemen),678,Middle East,1,1,2/5/2014,2/5/2014,0,0,0,0,0,4,0
121002,YEM-2014-1-784-14,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Associated Press Newswires,2014-02-05,Yemen gunmen kill 4 soldiers, commander""",Associated Press Newswires,2/5/2014,"Yemen gunmen kill 4 soldiers, commander",Reuters,1,‘Adan town,Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,2/5/2014,2/5/2014,1,0,0,0,1,1,1
121004,YEM-2014-1-784-15,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2014-02-09,Bomb kills Yemen intelligence officer: source""",Agence France Presse,2/9/2014,Bomb kills Yemen intelligence officer: source,A security official,1,Şan‘ā’ city,Sanaa town,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,2/9/2014,2/9/2014,1,0,0,0,1,1,1
121005,YEM-2014-1-784-16,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2014-02-09,Bomb kills Yemen intelligence officer: source""",Agence France Presse,2/9/2014,Bomb kills Yemen intelligence officer: source,A security official,1,‘Adan town,Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,2/9/2014,2/9/2014,0,0,0,0,0,3,0
121141,YEM-2014-1-784-17,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,3,"""Agence France Presse,2014-02-13,14 'mostly Qaeda' inmates flee Yemen jail after attack"";""Reuters News,2014-02-14,UPDATE 4-Attack on prison in Yemeni capital kills 11"";""Agence France Presse,2014-02-14,Yemen hunts '19 Qaeda' after Sanaa jailbreak""",Agence France Presse;Reuters News;Agence France Presse,2014-02-13;2014-02-14;2014-02-14,14 'mostly Qaeda' inmates flee Yemen jail after attack;UPDATE 4-Attack on prison in Yemeni capital kills 11;Yemen hunts '19 Qaeda' after Sanaa jailbreak,Officials,1,Şan‘ā’ city,Sanaa city,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,2/13/2014,2/13/2014,11,3,0,0,14,14,14
121148,YEM-2014-1-784-18,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2014-02-22,Gunmen kidnap Czech woman doctor in Yemen""",Reuters News,2/22/2014,Gunmen kidnap Czech woman doctor in Yemen,A security source,1,‘Ataq town,Ataq town,Shabwah governorate,‘Ataq district,14.537665,46.831868,POINT (46.831868 14.537665),150934,Yemen (North Yemen),678,Middle East,1,1,2/22/2014,2/22/2014,1,0,0,0,1,1,1
121150,YEM-2014-1-784-19,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2014-02-26,Gunmen kill security officer in Yemen restaurant""",Agence France Presse,2/26/2014,Gunmen kill security officer in Yemen restaurant,An official,1,Al Mukallā town,Mukalla town,Ḩaḑramawt governorate,Al Mukallā district,14.542481,49.124244,POINT (49.124244 14.542481),150939,Yemen (North Yemen),678,Middle East,1,1,2/20/2014,2/20/2014,1,0,0,0,1,1,1
121152,YEM-2014-1-784-20,2014,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2014-03-03,Assailants kill 7 soldiers in south Yemen: official""",Agence France Presse,3/3/2014,Assailants kill 7 soldiers in south Yemen: official,An official,2,Mayfah town,Mayfaa town (near),Shabwah governorate,Mayfah district,14.270422,47.561202,POINT (47.561202 14.270422),150216,Yemen (North Yemen),678,Middle East,1,1,3/3/2014,3/3/2014,7,0,0,0,7,7,7
